title,rating,numberOfRatings
"Suriyothai (a.k.a. Legend of Suriyothai, The) (2001)",3.5,1
Survive Style 5+ (2004),3.5,1
Suspect Zero (2004),3.5,1
Sweet Charity (1969),3.5,1
Sweetie (1989),3.5,1
Take Aim at the Police Van (Sono gosôsha wo nerae: 'Jûsangô taihisen' yori) (1960),3.5,1
Take This Waltz (2011),3.5,1
Taking Sides (2001),3.5,1
Teddy Bear (Mis) (1981),3.5,1
The African Doctor (2016),3.5,1
The Dark Tower (2017),3.5,1
The Darkest Minds (2018),3.5,1
The Death of Louis XIV (2016),3.5,1
The Duke of Burgundy (2014),3.5,1
The Even Stevens Movie (2003),3.5,1
The Good Boy (2016),3.5,1
The Great Train Robbery (1978),3.5,1
The Green Inferno (2014),3.5,1
The House (2017),3.5,1
The Last Five Years (2014),3.5,1
The Lost Room (2006),3.5,1
The Madagascar Penguins in a Christmas Caper (2005),3.5,1
The Monkey King (1964),3.5,1
The Mummy (2017),3.5,1
The Players Club (1998),3.5,1
The Purple Sea (2009),3.5,1
The Unauthorized Saved by the Bell Story (2014),3.5,1
The Voices (2014),3.5,1
The Wait (2015),3.5,1
The Wild One (1953),3.5,1
The Wolfpack (2015),3.5,1
Themroc (1973),3.5,1
There Will Come a Day (2013),3.5,1
"Thief of Bagdad, The (1924)",3.5,1
"Thin Man Goes Home, The (1945)",3.5,1
This Must Be the Place (2011),3.5,1
This So-Called Disaster (2003),3.5,1
"Three Musketeers, The (1948)",3.5,1
Three Outlaw Samurai (Sanbiki no samurai) (1964),3.5,1
To Each His Own (1946),3.5,1
Tokyo! (2008),3.5,1
Torn Curtain (1966),3.5,1
Touki Bouki (1973),3.5,1
Train to Busan (2016),3.5,1
Trouble in Paradise (1932),3.5,1
Tusk (2014),3.5,1
Two Brothers (Deux frères) (2004),3.5,1
"Two Days, One Night (Deux jours, une nuit) (2014)",3.5,1
"Two Escobars, The (2010)",3.5,1
Two for the Money (2005),3.5,1
Tyrannosaur (2011),3.5,1
Undercurrent (1946),3.5,1
"Uninvited, The (2009)",3.5,1
"Union: The Business Behind Getting High, The (2007)",3.5,1
"United States of Leland, The (2003)",3.5,1
Unknown White Male (2005),3.5,1
Unprecedented: The 2000 Presidential Election (2002),3.5,1
Used People (1992),3.5,1
Valentine (2001),3.5,1
Vir Das: Abroad Understanding (2017),3.5,1
"Visit, The (2015)",3.5,1
Volga - Volga (1938),3.5,1
Waco: The Rules of Engagement (1997),3.5,1
"Wake Up, Ron Burgundy (2004)",3.5,1
Walled In (2009),3.5,1
War and Peace (1956),3.5,1
War and Peace (2016),3.5,1
Ward 13 (2003),3.5,1
"Warrior's Way, The (2010)",3.5,1
Watchmen: Tales of the Black Freighter (2009),3.5,1
Water (2005),3.5,1
Were the World Mine (2008),3.5,1
"What Happened, Miss Simone? (2015)",3.5,1
"Wind Will Carry Us, The (Bad ma ra khahad bord) (1999)",3.5,1
Winds of the Wasteland (1936),3.5,1
Winnie the Pooh and Tigger Too (1974),3.5,1
Winter Light (Nattvardsgästerna) (1963),3.5,1
"Women on the 6th Floor, The (Les Femmes du 6ème Étage) (2010)",3.5,1
"Wrong Arm of the Law, The (1963)",3.5,1
Wyrmwood (2015),3.5,1
You Again (2010),3.5,1
You Will Meet a Tall Dark Stranger (2010),3.5,1
You'll Never Get Rich (1941),3.5,1
'night Mother (1986),3.0,1
A German Life (2016),3.0,1
A Man Called Blade (1977),3.0,1
A Wrinkle in Time (2018),3.0,1
Absolutely Anything (2015),3.0,1
"Ace in the Hole (Big Carnival, The) (1951)",3.0,1
Addams Family Reunion (1998),3.0,1
"Adventures of Mary-Kate and Ashley, The: The Case of the Christmas Caper (1995)",3.0,1
"Air I Breathe, The (2007)",3.0,1
All About Lily Chou-Chou (Riri Shushu no subete) (2001),3.0,1
All Over the Guy (2001),3.0,1
All the Boys Love Mandy Lane (2006),3.0,1
Altered (2006),3.0,1
Alvarez Kelly (1966),3.0,1
Amazing Grace (2006),3.0,1
American Dreamz (2006),3.0,1
American Drug War: The Last White Hope (2007),3.0,1
Anna Karenina (2012),3.0,1
Anthony Adverse (1936),3.0,1
Appaloosa (2008),3.0,1
Aqua Teen Hunger Force Colon Movie Film for Theaters (2007),3.0,1
"As Above, So Below (2014)",3.0,1
As You Like It (2006),3.0,1
At the Circus (1939),3.0,1
Atomic Blonde (2017),3.0,1
"Atomic Submarine, The (1959)",3.0,1
Attack of the Crab Monsters (1957),3.0,1
Autómata (Automata) (2014),3.0,1
Avalon (1990),3.0,1
"Awakening, The (1980)",3.0,1
BMX Bandits (1983),3.0,1
"Back-up Plan, The (2010)",3.0,1
"Barefoot Contessa, The (1954)",3.0,1
Bat*21 (1988),3.0,1
Batman vs. Robin (2015),3.0,1
Batman: Assault on Arkham (2014),3.0,1
Batman: Mystery of the Batwoman (2003),3.0,1
Batman: The Killing Joke (2016),3.0,1
Battle Beyond the Stars (1980),3.0,1
Bedrooms & Hallways (1998),3.0,1
Before the Devil Knows You're Dead (2007),3.0,1
Behind the Candelabra (2013),3.0,1
Ben-Hur: A Tale of the Christ (1925),3.0,1
Beowulf (1999),3.0,1
"Best Little Whorehouse in Texas, The (1982)",3.0,1
"Best Man, The (1999)",3.0,1
Better Than Chocolate (1999),3.0,1
Between the Folds (2008),3.0,1
Beyond Re-Animator (2003),3.0,1
Beyond the Clouds (Al di là delle nuvole) (1996),3.0,1
Big Wednesday (1978),3.0,1
Blackadder's Christmas Carol (1988),3.0,1
Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),3.0,1
BlinkyTM (2011),3.0,1
Bliss (1997),3.0,1
Blitz (2011),3.0,1
Blockers (2018),3.0,1
Blood Creek (a.k.a. Town Creek) (2009),3.0,1
Blue Mountain State: The Rise of Thadland (2015),3.0,1
Blue Thunder (1983),3.0,1
"Bodies, Rest & Motion (1993)",3.0,1
Body Shots (1999),3.0,1
"Boogeyman, The (1980)",3.0,1
"Book Thief, The (2013)",3.0,1
Boy Meets Girl (1984),3.0,1
Bread and Chocolate (Pane e cioccolata) (1973),3.0,1
"Broadway Melody, The (1929)",3.0,1
Broken Arrow (1950),3.0,1
Broken Wings (Knafayim Shvurot) (2002),3.0,1
"Brood, The (1979)",3.0,1
Bros Before Hos (2013),3.0,1
Bugsy (1991),3.0,1
"Burrowers, The (2008)",3.0,1
Bush's Brain (2004),3.0,1
Butterfield 8 (1960),3.0,1
Butterflies Are Free (1972),3.0,1
CQ (2001),3.0,1
Café Society (2016),3.0,1
"Cage aux Folles, La (1978)",3.0,1
Callas Forever (2002),3.0,1
Camera Buff (Amator) (1979),3.0,1
Can't Stop the Music (1980),3.0,1
Candyman 3: Day of the Dead (1999),3.0,1
Carrie (2002),3.0,1
Cars 3 (2017),3.0,1
Cashback (2004),3.0,1
Castle Freak (1995),3.0,1
"Cat and the Canary, The (1927)",3.0,1
Cave of Forgotten Dreams (2010),3.0,1
"Champ, The (1979)",3.0,1
Charley Varrick (1973),3.0,1
"Charlie, the Lonesome Cougar (1967)",3.0,1
"Chaser, The (Chugyeogja) (2008)",3.0,1
"Cheap Detective, The (1978)",3.0,1
Children of the Revolution (1996),3.0,1
"Christmas Carol, A (1999)",3.0,1
Cigarette Burns (2005),3.0,1
Cinderella (1997),3.0,1
City Heat (1984),3.0,1
"City of Lost Souls, The (Hyôryuu-gai) (2000)",3.0,1
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",3.0,1
Class of Nuke 'Em High (1986),3.0,1
Cold Fever (Á köldum klaka) (1995),3.0,1
Comedy Central Roast of James Franco (2013),3.0,1
"Company, The (2003)",3.0,1
"Concert, Le (2009)",3.0,1
Contact High (2009),3.0,1
"Cool, Dry Place, A (1998)",3.0,1
Cousins (1989),3.0,1
"Covenant, The (2006)",3.0,1
Creep (2004),3.0,1
"Crimson Pirate, The (1952)",3.0,1
"Culture High, The (2014)",3.0,1
"Cure, The (1995)",3.0,1
"Curse of Frankenstein, The (1957)",3.0,1
Cutter's Way (1981),3.0,1
"Dancer, Texas Pop. 81 (1998)",3.0,1
Dante's Inferno: An Animated Epic (2010),3.0,1
Darkon (2006),3.0,1
David Cross: Making America Great Again (2016),3.0,1
"Davy Crockett, King of the Wild Frontier (1955)",3.0,1
"Day After, The (1983)",3.0,1
Dead Fury (2008),3.0,1
"Dead Hate the Living!, The (2000)",3.0,1
Dead Heat (1988),3.0,1
Death of a Cyclist (Muerte de un ciclista) (1955),3.0,1
Death of a Salesman (1985),3.0,1
Death on the Nile (1978),3.0,1
"Deaths of Ian Stone, The (2007)",3.0,1
Deceiver (1997),3.0,1
December Boys (2007),3.0,1
"Decline of Western Civilization Part II: The Metal Years, The (1988)",3.0,1
Deliver Us from Evil (2014),3.0,1
"Dentist, The (1996)",3.0,1
Der Herr Karl (1961),3.0,1
Diary of a Wimpy Kid: Dog Days (2012),3.0,1
Did You Hear About the Morgans? (2009),3.0,1
Digging Up the Marrow (2014),3.0,1
Digimon: The Movie (2000),3.0,1
Dog Days (Hundstage) (2001),3.0,1
Dominick and Eugene (1988),3.0,1
Don Camillo in Moscow (1965),3.0,1
Down to the Bone (2004),3.0,1
"Dresser, The (1983)",3.0,1
Drunks (1995),3.0,1
Earthsea (Legend of Earthsea) (2004),3.0,1
"Edge of Love, The (2008)",3.0,1
El Cid (1961),3.0,1
"Emerald Forest, The (1985)",3.0,1
Endgame (2009),3.0,1
Escape From Tomorrow (2013),3.0,1
"Escort, The (Scorta, La) (1993)",3.0,1
Eulogy (2004),3.0,1
Eve's Bayou (1997),3.0,1
Evelyn (2002),3.0,1
Everything or Nothing: The Untold Story of 007 (2012),3.0,1
Executive Suite (1954),3.0,1
"Express, The (2008)",3.0,1
Exte: Hair Extensions (2007),3.0,1
"Farewell to Arms, A (1932)",3.0,1
Farewell to the King (1989),3.0,1
Feast (2014),3.0,1
Federal Hill (1994),3.0,1
Felony (2013),3.0,1
Fences (2016),3.0,1
"Final Countdown, The (1980)",3.0,1
Find Me Guilty (2006),3.0,1
"Firm, The (2009)",3.0,1
Fish Story (Fisshu sutôrî) (2009),3.0,1
Flying Down to Rio (1933),3.0,1
For Keeps (1988),3.0,1
"Fourth Protocol, The (1987)",3.0,1
Frankenstein Must Be Destroyed (1969),3.0,1
Frankenstein Unbound (1990),3.0,1
Frankie and Johnny (1966),3.0,1
French Connection II (1975),3.0,1
Frisk (1995),3.0,1
From the Terrace (1960),3.0,1
Fuck (2005),3.0,1
"Fugitive, The (1947)",3.0,1
"Funeral, The (1996)",3.0,1
Fur: An Imaginary Portrait of Diane Arbus (2006),3.0,1
Fuzz (1972),3.0,1
G.B.F. (2013),3.0,1
GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),3.0,1
"Game Over, Man! (2018)",3.0,1
Gardens of Stone (1987),3.0,1
"Gate, The (1987)",3.0,1
Genius (2016),3.0,1
Genius Party (2007),3.0,1
Get Me Roger Stone (2017),3.0,1
Ghost Story (1981),3.0,1
Ginger Snaps Back: The Beginning (2004),3.0,1
Ginger Snaps: Unleashed (2004),3.0,1
"Gingerbread Man, The (1998)",3.0,1
Gnomeo & Juliet (2011),3.0,1
Go West (1940),3.0,1
Gods and Generals (2003),3.0,1
"Godzilla, King of the Monsters! (Kaijû-ô Gojira) (1956)",3.0,1
Godzilla: Final Wars (Gojira: Fainaru uôzu) (2004),3.0,1
"Good German, The (2006)",3.0,1
Good Time (2017),3.0,1
Goodnight Mommy (Ich seh ich seh) (2014),3.0,1
Gordy (1995),3.0,1
Grabbers (2012),3.0,1
"Great Gatsby, The (1974)",3.0,1
Gregory's Girl (1981),3.0,1
Guilty of Romance (Koi no tsumi) (2011) ,3.0,1
Güeros (2014),3.0,1
Half a Loaf of Kung Fu (Dian zhi gong fu gan chian chan) (1980),3.0,1
Hands Off the Loot (Touchez pas au grisbi) (1954),3.0,1
"Happenstance (Battement d'ailes du papillon, Le) (2001)",3.0,1
Harrison's Flowers (2000),3.0,1
Harsh Times (2006),3.0,1
Harvard Man (2001),3.0,1
"Harvey Girls, The (1946)",3.0,1
Hatari! (1962),3.0,1
Haunter (2013),3.0,1
Hazard (2005),3.0,1
Hear My Song (1991),3.0,1
Heaven and Earth (Ten to Chi to) (1990),3.0,1
Hell in the Pacific (1968),3.0,1
Hello Ladies: The Movie (2014),3.0,1
Hellsinki (Rööperi) (2009),3.0,1
"Herod's Law (Ley de Herodes, La) (2000)",3.0,1
High Heels and Low Lifes (2001),3.0,1
Highlander: The Search for Vengeance (2007),3.0,1
Holiday (Jour de fête) (1949),3.0,1
Hombre (1967),3.0,1
Homefront (2013),3.0,1
Horns (2014),3.0,1
Horror of Dracula (Dracula) (1958),3.0,1
Hot Girls Wanted (2015),3.0,1
Hot Lead and Cold Feet (1978),3.0,1
Hulk Vs. (2009),3.0,1
"Hunchback of Notre Dame, The (1923)",3.0,1
"Hunt For Gollum, The (2009)",3.0,1
I Like It Like That (1994),3.0,1
"I Love You, I Love You Not (1996)",3.0,1
I Saw What You Did (1965),3.0,1
I Want to Live! (1958),3.0,1
"Icicle Thief, The (Ladri di saponette) (1989)",3.0,1
If I Were a Rich Man (2002),3.0,1
In Search of the Castaways (1962),3.0,1
In Too Deep (1999),3.0,1
"Incredible Mr. Limpet, The (1964)",3.0,1
"Incredible Shrinking Man, The (1957)",3.0,1
Infernal Affairs 2 (Mou gaan dou II) (2003),3.0,1
Infinity (1996),3.0,1
"Inspector General, The (1949)",3.0,1
Into the Arms of Strangers: Stories of the Kindertransport (2000),3.0,1
"Invincible Iron Man, The (2007)",3.0,1
"Iron Lady, The (2011)",3.0,1
Iron Man & Hulk: Heroes United (2013),3.0,1
Irrational Man (2015),3.0,1
It Came from Outer Space (1953),3.0,1
Jack and Sarah (1995),3.0,1
Jamaica Inn (1939),3.0,1
Jane Eyre (2011),3.0,1
Japanese Story (2003),3.0,1
Jefferson in Paris (1995),3.0,1
Jim Gaffigan: Cinco (2017),3.0,1
Joe Gould's Secret (2000),3.0,1
Ju-on: The Curse (2000),3.0,1
Jubilee (1977),3.0,1
"Jungle Book 2, The (2003)",3.0,1
Jupiter's Wife (1994),3.0,1
Just Jim (2015),3.0,1
Just My Luck (2006),3.0,1
Karate Bullfighter (1975),3.0,1
Kenny & Company (1976),3.0,1
"Keys to the House, The (Chiavi di casa, Le) (2004)",3.0,1
Kid's Story (2003),3.0,1
Kill Me Three Times (2014),3.0,1
Kill the Messenger (2014),3.0,1
Kill! (Kiru) (1968),3.0,1
Killer's Kiss (1955),3.0,1
King Solomon's Mines (1950),3.0,1
"King and I, The (1999)",3.0,1
King of California (2007),3.0,1
King of Kings (1961),3.0,1
Kurt Cobain: Montage of Heck (2015),3.0,1
LEGO Batman: The Movie - DC Heroes Unite (2013),3.0,1
La cravate (1957),3.0,1
"Langoliers, The (1995)",3.0,1
Last Dance (1996),3.0,1
"Last Legion, The (2007)",3.0,1
"Last Man on Earth, The (Ultimo uomo della Terra, L') (1964)",3.0,1
Last Orders (2001),3.0,1
Last Train Home (2009),3.0,1
"Last Wave, The (1977)",3.0,1
"Last Wedding, The (Kivenpyörittäjän kylä) (1995)",3.0,1
"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3.0,1
Let the Bullets Fly (2010),3.0,1
"Liability, The (2012)",3.0,1
Liberal Arts (2012),3.0,1
Libre et assoupi (2014),3.0,1
Life Partners (2014),3.0,1
"Life and Death of Peter Sellers, The (2004)",3.0,1
"Life of Emile Zola, The (1937)",3.0,1
Little Nikita (1988),3.0,1
"Little Vampire, The (2000)",3.0,1
London (2005),3.0,1
Long Live Ghosts! (1977),3.0,1
Love Affair (1939),3.0,1
Love Serenade (1996),3.0,1
Love and Death on Long Island (1997),3.0,1
Love and Other Disasters (2006),3.0,1
Lover Come Back (1961),3.0,1
Lucky You (2007),3.0,1
Lumumba (2000),3.0,1
M. Butterfly (1993),3.0,1
MacGruber (2010),3.0,1
Mackenna's Gold (1969),3.0,1
Magic in the Moonlight (2014),3.0,1
Male Hunt (1964),3.0,1
Mambo Italiano (2003),3.0,1
"Man from Elysian Fields, The (2001)",3.0,1
Man of the House (2005),3.0,1
Man of the Year (1995),3.0,1
Man on High Heels (2014),3.0,1
Manic (2001),3.0,1
Margaret (2011),3.0,1
Margot at the Wedding (2007),3.0,1
Marooned in Iraq (Gomgashtei dar Aragh) (2002),3.0,1
Mary of Scotland (1936),3.0,1
Matinee (1993),3.0,1
Merlin (1998),3.0,1
Merry Madagascar (2009),3.0,1
Meshes of the Afternoon (1943),3.0,1
Metroland (1997),3.0,1
Mezzo Forte (1998),3.0,1
Million Dollar Arm (2014),3.0,1
"Misfortunates, The (De helaasheid der dingen) (2009)",3.0,1
Modern Problems (1981),3.0,1
Mogambo (1953),3.0,1
Monte Carlo (2011),3.0,1
Moon Over Parador (1988),3.0,1
Moonwalker (1988),3.0,1
More American Graffiti (1979),3.0,1
Mortdecai (2015),3.0,1
Mothra (Mosura) (1961),3.0,1
Mouchette (1967),3.0,1
Mountains of the Moon (1990),3.0,1
"Mouse That Roared, The (1959)",3.0,1
Mr Hublot (2013),3.0,1
Mr. Blandings Builds His Dream House (1948),3.0,1
Mr. Destiny (1990),3.0,1
Mr. Holmes (2015),3.0,1
Much Ado About Nothing (2012),3.0,1
Mudbound (2017),3.0,1
"Mudge Boy, The (2003)",3.0,1
My Afternoons with Margueritte (La tête en friche) (2010),3.0,1
My Favorite Wife (1940),3.0,1
My Giant (1998),3.0,1
My Name Is Bruce (2007),3.0,1
My Voyage to Italy (Il mio viaggio in Italia) (1999),3.0,1
Mystery Date (1991),3.0,1
Naqoyqatsi (2002),3.0,1
Native Son (1986),3.0,1
Ned Kelly (2003),3.0,1
Neighbors (1981),3.0,1
Neo Tokyo (1987),3.0,1
"New Adventures of Pippi Longstocking, The (1988)",3.0,1
New Kids Nitro (2011),3.0,1
"New One-Armed Swordsman, The (Xin du bi dao) (1971)",3.0,1
Nicotina (2003),3.0,1
"Night of the Iguana, The (1964)",3.0,1
"Night to Remember, A (1958)",3.0,1
Nina Takes a Lover (1994),3.0,1
Ninja (2009),3.0,1
No Man's Land (1987),3.0,1
"No. 1 Ladies' Detective Agency, The (2008)",3.0,1
Nocturnal Animals,3.0,1
Noin 7 veljestä (1968),3.0,1
Normal Life (1996),3.0,1
Northwest Passage (1940),3.0,1
Nothing Personal (1995),3.0,1
Notorious (2009),3.0,1
November (2004),3.0,1
"Objective, Burma! (1945)",3.0,1
Obsession (1976),3.0,1
"Octagon, The (1980)",3.0,1
"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",3.0,1
Once Upon a Time in the Midlands (2002),3.0,1
Once Upon a Time... When We Were Colored (1995),3.0,1
One Tough Cop (1998),3.0,1
"One-Armed Swordsman, The (Dubei dao) (1967)",3.0,1
One-Eyed Jacks (1961),3.0,1
"Order, The (2001)",3.0,1
Our Town (1940),3.0,1
Paranormal Activity 4 (2012),3.0,1
"Party 2, The (Boum 2, La) (1982)",3.0,1
Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) (1989),3.0,1
Pete's Dragon (2016),3.0,1
Picnic (1955),3.0,1
Plain Clothes (1988),3.0,1
Playing for Keeps (2012),3.0,1
Plunkett & MaCleane (1999),3.0,1
Poetic Justice (1993),3.0,1
Polyester (1981),3.0,1
Power Rangers (2017),3.0,1
Pretty Persuasion (2005),3.0,1
Prime Suspect 2 (1992),3.0,1
Prime Suspect 3 (1993),3.0,1
Prime Suspect 6: The Last Witness (2003),3.0,1
"Princess Blade, The (Shura Yukihime) (2001)",3.0,1
Private School (1983),3.0,1
Promised Land (2012),3.0,1
"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",3.0,1
Protocol (1984),3.0,1
Prozac Nation (2001),3.0,1
Pulse (Kairo) (2001),3.0,1
Puppet Master II (1991),3.0,1
Puss in Boots: The Three Diablos (2012),3.0,1
"Pyromaniac's Love Story, A (1995)",3.0,1
Quatermass and the Pit (1967),3.0,1
Rampage (2018),3.0,1
Rapture-Palooza (2013),3.0,1
Real Life (1979),3.0,1
Rebound (2005),3.0,1
Reckless (1995),3.0,1
Red Hill (2010),3.0,1
Red State (2011),3.0,1
Redbelt (2008),3.0,1
Relative Fear (1994),3.0,1
Rent-a-Kid (1995),3.0,1
"Return of the Musketeers, The (1989)",3.0,1
Return of the One-Armed Swordsman (1969),3.0,1
Ricky Gervais Live 3: Fame (2007),3.0,1
Righteous Kill (2008),3.0,1
Ringu 0: Bâsudei (2000),3.0,1
Ro.Go.Pa.G. (1963),3.0,1
Robin Williams: Live on Broadway (2002),3.0,1
Robin-B-Hood (Bo bui gai wak) (2006),3.0,1
RoboGeisha (Robo-geisha) (2009),3.0,1
"Romantics, The (2010)",3.0,1
Royal Wedding (1951),3.0,1
"Ruling Class, The (1972)",3.0,1
S.F.W. (1994),3.0,1
"Salvation, The (2014)",3.0,1
Samurai Assassin (Samurai) (1965),3.0,1
Scaramouche (1952),3.0,1
"School of Flesh, The (École de la chair, L') (1998)",3.0,1
Secret Admirer (1985),3.0,1
Secret Agent (1936),3.0,1
"Secret Agent, The (1996)",3.0,1
Self-criticism of a Bourgeois Dog (2017),3.0,1
Severance (2006),3.0,1
Shadow Dancer (2012),3.0,1
Shattered (1991),3.0,1
She Wore a Yellow Ribbon (1949),3.0,1
Sherlock Holmes and the Secret Weapon (1942),3.0,1
Sherlock Holmes: Terror by Night (1946),3.0,1
Show Boat (1951),3.0,1
Side by Side (2012),3.0,1
"Sign of Four, The (1987)",3.0,1
Silent Hill: Revelation 3D (2012),3.0,1
Simpatico (1999),3.0,1
Sinbad and the Eye of the Tiger (1977),3.0,1
Skin Deep (1989),3.0,1
"Snapper, The (1993)",3.0,1
Snow Angels (2007),3.0,1
"Snow Walker, The (2003)",3.0,1
Somewhere (2010),3.0,1
"Song of Bernadette, The (1943)",3.0,1
Song of the Sea (2014),3.0,1
Sons of the Desert (1933),3.0,1
Space Battleship Yamato (2010),3.0,1
Spiral (2018),3.0,1
Spirits of the Dead (1968),3.0,1
Stalingrad (2013),3.0,1
Stefan Zweig: Farewell to Europe (2016),3.0,1
Steins;Gate the Movie: The Burden of Déjà vu (2013),3.0,1
Strange Magic (2015),3.0,1
"Stranger, The (1946)",3.0,1
"Strike! (a.k.a. All I Wanna Do, The Hairy Bird) (1998)",3.0,1
"Summer Place, A (1959)",3.0,1
Sunset Park (1996),3.0,1
Suture (1993),3.0,1
"Swamp, The (Ciénaga, La) (2001)",3.0,1
Sweet Bird of Youth (1962),3.0,1
Sweet Dreams (1985),3.0,1
Switchback (1997),3.0,1
Sword Art Online The Movie: Ordinal Scale (2017),3.0,1
Sword of the Beast (Kedamono no ken) (1965),3.0,1
Sylvia (2003),3.0,1
Sympathy for the Devil (1968),3.0,1
Table 19 (2017),3.0,1
Taking Care of Business (1990),3.0,1
"Tale of Despereaux, The (2008)",3.0,1
Tarantula (1955),3.0,1
Tattooed Life (Irezumi ichidai) (1965),3.0,1
Teenage Mutant Ninja Turtles: Turtles Forever (2009),3.0,1
Temptress Moon (Feng Yue) (1996),3.0,1
"Terrorist, The (a.k.a. Malli) (Theeviravaathi) (1998)",3.0,1
Texas Chainsaw Massacre: The Next Generation (a.k.a. The Return of the Texas Chainsaw Massacre) (1994),3.0,1
The Beguiled (2017),3.0,1
The Blue Lagoon (1949),3.0,1
The Dressmaker (2015),3.0,1
The Escort (2015),3.0,1
The Final Girls (2015),3.0,1
The Finest Hours (2016),3.0,1
The Hound of the Baskervilles (1988),3.0,1
The Little World of Don Camillo (1952),3.0,1
The Man Who Knew Infinity (2016),3.0,1
The Night Before (1988),3.0,1
The Plague of the Zombies (1966),3.0,1
The Professional: Golgo 13 (1983),3.0,1
The Rabbi's Cat (Le chat du rabbin) (2011),3.0,1
The Return of Don Camillo (1953),3.0,1
The Silence of the Hams (1994),3.0,1
The Tale of the Bunny Picnic (1986),3.0,1
The Town that Dreaded Sundown (2014),3.0,1
The Wailing (2016),3.0,1
The Wooden Horse (1950),3.0,1
They Call Me Bruce? (a.k.a. A Fistful of Chopsticks) (1982),3.0,1
They Might Be Giants (1971),3.0,1
"Thief of Bagdad, The (1940)",3.0,1
"Thief of Paris, The (Le voleur) (1967)",3.0,1
"Third Miracle, The (1999)",3.0,1
This Is My Father (1998),3.0,1
"This World, Then the Fireworks (1997)",3.0,1
Thoroughly Modern Millie (1967),3.0,1
Those Happy Days (2006),3.0,1
Three Wishes (1995),3.0,1
"Thrill of It All, The (1963)",3.0,1
Tightrope (1984),3.0,1
Time Out (L'emploi du temps) (2001),3.0,1
To Be and to Have (Être et avoir) (2002),3.0,1
To Rome with Love (2012),3.0,1
Together (Han ni Zai Yiki) (2002),3.0,1
Tokyo-Ga (1985),3.0,1
Tomboy (2011),3.0,1
Topaz (1969),3.0,1
Total Eclipse (1995),3.0,1
"Tracey Fragments, The (2007)",3.0,1
Triumph of the Spirit (1989),3.0,1
Truth (2015),3.0,1
Tucker: The Man and His Dream (1988),3.0,1
Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),3.0,1
"Twelve Chairs, The (1970)",3.0,1
Two Much (1995),3.0,1
Uncommon Valor (1983),3.0,1
Undertow (2004),3.0,1
Underworld: Blood Wars (2016),3.0,1
"Unfinished Life, An (2005)",3.0,1
Unthinkable (2010),3.0,1
Untraceable (2008),3.0,1
Upside Down (2012),3.0,1
Upside Down: The Creation Records Story (2010),3.0,1
Vincent Wants to Sea (Vincent will meer) (2010),3.0,1
Violets Are Blue... (1986),3.0,1
Visions of Light: The Art of Cinematography (1992),3.0,1
Volcano High (Whasango) (2001),3.0,1
Voyage to the Bottom of the Sea (1961),3.0,1
"Walk Among the Tombstones, A (2014)",3.0,1
"Walking Dead, The (1995)",3.0,1
"Watcher in the Woods, The (1980)",3.0,1
We're Back! A Dinosaur's Story (1993),3.0,1
Webmaster (1998),3.0,1
What to Expect When You're Expecting (2012),3.0,1
When Night Is Falling (1995),3.0,1
"White Hunter, Black Heart (1990)",3.0,1
White Nights (1985),3.0,1
Wiener-Dog (2016),3.0,1
Wild Card (2015),3.0,1
Wild Child (2008),3.0,1
Win It All (2017),3.0,1
"Wind and the Lion, The (1975)",3.0,1
Winnie the Pooh (2011),3.0,1
"Winslow Boy, The (1999)",3.0,1
With Great Power: The Stan Lee Story (2012),3.0,1
Wonder Wheel (2017),3.0,1
"Woods, The (2006)",3.0,1
"Young Poisoner's Handbook, The (1995)",3.0,1
Zazie dans le métro (1960),3.0,1
anohana: The Flower We Saw That Day - The Movie (2013),3.0,1
100 Streets (2016),2.5,1
101 Dalmatians II: Patch's London Adventure (2003),2.5,1
1492: Conquest of Paradise (1992),2.5,1
2 Days in New York (2012),2.5,1
5 to 7 (2014),2.5,1
800 Bullets (800 Balas) (2002),2.5,1
96 Minutes (2011) ,2.5,1
A Very Murray Christmas (2015),2.5,1
"Accidental Spy, The (Dak miu mai shing) (2001)",2.5,1
Adam and Eve (National Lampoon's Adam & Eve) (2005),2.5,1
African Cats (2011),2.5,1
Afro Samurai (2007),2.5,1
Afro Samurai: Resurrection (2009),2.5,1
Airborne (1993),2.5,1
Albatross (2011),2.5,1
Almost an Angel (1990),2.5,1
"American Astronaut, The (2001)",2.5,1
American Fable (2017),2.5,1
American Psycho II: All American Girl (2002),2.5,1
"Angus, Thongs and Perfect Snogging (2008)",2.5,1
Animal Factory (2000),2.5,1
Annie Get Your Gun (1950),2.5,1
Another Cinderella Story (2008),2.5,1
Anything for Her (Pour elle) (2008),2.5,1
April Morning (1988),2.5,1
Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),2.5,1
Attila (Attila Flagello di Dio) (1982),2.5,1
Bad Asses on the Bayou (2015),2.5,1
